User time (seconds);Percent of CPU;Wall clock time (h:mm:ss or m:ss);Maximum resident set size (kbytes);User time (seconds);Percent of CPU;Wall clock time (h:mm:ss or m:ss);Maximum resident set size (kbytes);User time (seconds);Percent of CPU;Wall clock time (h:mm:ss or m:ss);Maximum resident set size (kbytes);User time (seconds);Percent of CPU;Wall clock time (h:mm:ss or m:ss);Maximum resident set size (kbytes);User time (seconds);Percent of CPU;Wall clock time (h:mm:ss or m:ss);Maximum resident set size (kbytes);User time (seconds);Percent of CPU;Wall clock time (h:mm:ss or m:ss);Maximum resident set size (kbytes);User time (seconds);Percent of CPU;Wall clock time (h:mm:ss or m:ss);Maximum resident set size (kbytes);User time (seconds);Percent of CPU;Wall clock time (h:mm:ss or m:ss);Maximum resident set size (kbytes);User time (seconds);Percent of CPU;Wall clock time (h:mm:ss or m:ss);Maximum resident set size (kbytes);User time (seconds);Percent of CPU;Wall clock time (h:mm:ss or m:ss);Maximum resident set size (kbytes);User time (seconds);Percent of CPU;Wall clock time (h:mm:ss or m:ss);Maximum resident set size (kbytes);User time (seconds);Percent of CPU;Wall clock time (h:mm:ss or m:ss);Maximum resident set size (kbytes);User time (seconds);Percent of CPU;Wall clock time (h:mm:ss or m:ss);Maximum resident set size (kbytes);n;t;k;AVG User time;AVG Percent of CPU;AVG Resident set;;;varianza user time;;
0,19;99;0:00.25;177768;0,2;99;0:00.25;177908;0,2;99;0:00.24;177912;0,2;99;0:00.25;177788;0,18;100;0:00.24;177836;0,21;100;0:00.24;177900;0,2;100;0:00.25;177828;0,19;100;0:00.24;177748;0,2;99;0:00.25;177636;0,2;100;0:00.24;177764;0,2;100;0:00.25;177844;0,2;99;0:00.25;177904;0,19;99;0:00.24;177924;80;175;25;0,196923077;99,46153846;177827,6923;;;5,64103E-05;;
0,19;100;0:00.25;177812;0,19;100;0:00.25;177844;0,2;99;0:00.25;177744;0,19;100;0:00.24;177824;0,19;99;0:00.25;177804;0,19;100;0:00.24;177808;0,19;99;0:00.25;177836;0,2;100;0:00.24;177916;0,21;100;0:00.25;177748;0,19;99;0:00.25;177848;0,21;100;0:00.25;177624;0,21;100;0:00.25;177796;0,19;99;0:00.25;177800;80;180;25;0,196153846;99,61538462;177800,3077;;;7,5641E-05;;
0,21;100;0:00.25;177732;0,19;99;0:00.25;177632;0,19;99;0:00.25;177632;0,19;99;0:00.25;177736;0,19;99;0:00.25;177736;0,19;99;0:00.25;177624;0,21;99;0:00.25;177740;0,2;99;0:00.24;177636;0,21;99;0:00.25;177636;0,2;99;0:00.24;177844;0,2;99;0:00.25;177860;0,2;99;0:00.25;177628;0,19;99;0:00.25;177904;80;185;25;0,197692308;99,07692308;177718,4615;;;6,92308E-05;;
0,19;65;0:00.37;177800;0,2;65;0:00.37;177832;0,19;65;0:00.37;177736;0,2;65;0:00.38;177792;0,2;65;0:00.37;177856;0,19;65;0:00.38;177836;0,2;65;0:00.38;177748;0,2;65;0:00.38;177912;0,21;65;0:00.38;177932;0,21;65;0:00.37;177764;0,2;65;0:00.37;177628;0,19;65;0:00.38;177844;0,18;66;0:00.38;177844;80;190;25;0,196923077;65,07692308;177809,5385;;;7,30769E-05;;
0,2;65;0:00.38;177796;0,19;65;0:00.38;177844;0,19;64;0:00.37;177844;0,2;66;0:00.37;177900;0,2;65;0:00.38;177728;0,19;65;0:00.37;177824;0,19;65;0:00.38;177800;0,21;66;0:00.38;177804;0,2;65;0:00.37;177740;0,19;65;0:00.38;177764;0,18;65;0:00.38;177632;0,2;66;0:00.38;177828;0,2;63;0:00.38;177828;80;195;25;0,195384615;65;177794,7692;;;6,02564E-05;;
0,19;66;0:00.37;177912;0,2;66;0:00.38;177928;0,19;66;0:00.38;177744;0,19;65;0:00.38;177792;0,21;66;0:00.38;177844;0,22;65;0:00.37;177620;0,19;65;0:00.38;177772;0,18;65;0:00.37;177848;0,19;65;0:00.37;177868;0,21;65;0:00.38;177732;0,18;65;0:00.37;177808;0,2;65;0:00.38;177844;0,2;66;0:00.37;177796;80;200;25;0,196153846;65,38461538;177808,3077;;;0,000142308;;
0,2;99;0:00.24;177476;0,19;100;0:00.24;177464;0,19;99;0:00.24;177252;0,19;99;0:00.25;177460;0,2;100;0:00.25;177520;0,19;99;0:00.25;177456;0,19;99;0:00.25;177436;0,19;99;0:00.24;177360;0,2;100;0:00.24;177436;0,19;100;0:00.24;177460;0,21;98;0:00.25;177364;0,18;100;0:00.24;177352;0,2;100;0:00.25;177524;40;40;30;0,193846154;99,38461538;177427,6923;177375,0769;min;5,89744E-05;min;2,6E-05
0,19;99;0:00.24;177248;0,19;100;0:00.25;177468;0,18;99;0:00.24;177468;0,2;99;0:00.24;177348;0,2;100;0:00.24;177456;0,2;100;0:00.25;177520;0,19;99;0:00.25;177368;0,19;100;0:00.24;177532;0,19;99;0:00.25;177252;0,21;100;0:00.25;177524;0,19;99;0:00.24;177384;0,2;100;0:00.25;177428;0,19;99;0:00.24;177468;45;45;30;0,193846154;99,46153846;177420,3077;177833,2308;max;5,89744E-05;max;1,4E-04
0,19;100;0:00.24;177192;0,21;99;0:00.25;177432;0,19;99;0:00.25;177388;0,2;100;0:00.24;177244;0,19;100;0:00.24;177596;0,19;99;0:00.24;177460;0,19;100;0:00.25;177468;0,2;99;0:00.25;177608;0,2;99;0:00.24;177252;0,2;99;0:00.24;177352;0,18;99;0:00.24;177352;0,2;99;0:00.24;177464;0,17;100;0:00.24;177188;50;50;30;0,193076923;99,38461538;177384,3077;177589,7995;avg;0,00010641;avg;7,9E-05
0,2;99;0:00.25;177484;0,2;100;0:00.25;177464;0,19;100;0:00.24;177192;0,18;100;0:00.24;177348;0,21;99;0:00.24;177520;0,19;99;0:00.25;177468;0,19;100;0:00.25;177528;0,2;99;0:00.25;177252;0,18;99;0:00.24;177256;0,22;99;0:00.25;177520;0,2;100;0:00.24;177352;0,2;100;0:00.24;177248;0,18;99;0:00.25;177244;55;55;30;0,195384615;99,46153846;177375,0769;;;0,00014359;;
0,18;99;0:00.25;177472;0,22;100;0:00.24;177252;0,2;100;0:00.24;177472;0,19;99;0:00.24;177456;0,21;99;0:00.25;177596;0,21;99;0:00.25;177184;0,2;99;0:00.25;177488;0,2;99;0:00.24;177532;0,19;100;0:00.24;177472;0,2;99;0:00.24;177456;0,2;99;0:00.25;177480;0,21;100;0:00.25;177504;0,21;100;0:00.24;177380;60;60;30;0,201538462;99,38461538;177441,8462;;;0,000114103;;
0,2;100;0:00.25;177528;0,2;100;0:00.25;177528;0,19;100;0:00.25;177508;0,2;99;0:00.24;177596;0,2;100;0:00.24;177464;0,2;99;0:00.25;177244;0,2;99;0:00.25;177392;0,21;99;0:00.25;177512;0,19;99;0:00.24;177196;0,19;99;0:00.25;177384;0,19;99;0:00.24;177252;0,2;100;0:00.25;177464;0,19;99;0:00.24;177248;65;65;30;0,196923077;99,38461538;177408,9231;;;3,97436E-05;;
0,2;100;0:00.25;177472;0,2;99;0:00.25;177528;0,19;100;0:00.25;177464;0,18;99;0:00.24;177596;0,18;99;0:00.25;177240;0,2;100;0:00.24;177472;0,2;100;0:00.25;177488;0,2;100;0:00.24;177512;0,2;100;0:00.24;177256;0,19;100;0:00.24;177472;0,19;99;0:00.24;177520;0,2;100;0:00.25;177480;0,2;100;0:00.24;177524;70;70;30;0,194615385;99,69230769;177463,3846;;;6,02564E-05;;
0,19;99;0:00.25;177212;0,19;100;0:00.24;177356;0,19;100;0:00.24;177484;0,2;100;0:00.25;177348;0,2;100;0:00.24;177240;0,2;99;0:00.25;177356;0,2;99;0:00.25;177528;0,2;100;0:00.24;177436;0,2;100;0:00.25;177488;0,19;99;0:00.25;177244;0,19;100;0:00.24;177360;0,19;100;0:00.24;177464;0,19;99;0:00.25;177504;75;75;30;0,194615385;99,61538462;177386,1538;;;2,69231E-05;;
0,18;99;0:00.25;177468;0,2;99;0:00.25;177468;0,19;99;0:00.25;177476;0,2;99;0:00.25;177520;0,2;100;0:00.25;177240;0,21;100;0:00.25;177520;0,19;99;0:00.24;177200;0,2;99;0:00.25;177488;0,18;100;0:00.24;177392;0,21;100;0:00.25;177464;0,19;100;0:00.24;177460;0,19;100;0:00.25;177480;0,2;100;0:00.24;177244;80;80;30;0,195384615;99,53846154;177416,9231;;;9,35897E-05;;
0,2;99;0:00.25;177604;0,2;100;0:00.25;177604;0,21;100;0:00.25;177464;0,2;100;0:00.25;177244;0,2;100;0:00.24;177348;0,18;100;0:00.24;177460;0,2;99;0:00.25;177436;0,19;99;0:00.25;177512;0,2;100;0:00.24;177360;0,2;100;0:00.24;177460;0,2;99;0:00.25;177460;0,19;100;0:00.24;177188;0,19;100;0:00.25;177600;80;85;30;0,196923077;99,69230769;177441,5385;;;5,64103E-05;;
0,19;99;0:00.24;177604;0,19;100;0:00.25;177528;0,19;99;0:00.25;177388;0,19;99;0:00.25;177460;0,2;99;0:00.25;177184;0,2;99;0:00.25;177516;0,19;100;0:00.24;177472;0,19;99;0:00.25;177528;0,19;99;0:00.25;177252;0,19;99;0:00.25;177352;0,2;99;0:00.24;177188;0,2;99;0:00.25;177480;0,2;100;0:00.25;177480;80;90;30;0,193846154;99,23076923;177417,8462;;;2,5641E-05;;
0,21;100;0:00.25;177472;0,2;99;0:00.24;177252;0,19;99;0:00.25;177356;0,19;99;0:00.24;177356;0,19;99;0:00.24;177424;0,19;100;0:00.24;177428;0,18;99;0:00.25;177480;0,19;100;0:00.24;177528;0,19;100;0:00.24;177512;0,2;99;0:00.25;177244;0,19;100;0:00.24;177244;0,19;99;0:00.25;177352;0,19;100;0:00.25;177428;80;95;30;0,192307692;99,46153846;177390,4615;;;5,25641E-05;;
0,18;99;0:00.24;177472;0,2;100;0:00.25;177528;0,21;100;0:00.24;177476;0,2;99;0:00.25;177460;0,21;100;0:00.25;177244;0,18;100;0:00.24;177464;0,2;100;0:00.25;177528;0,19;99;0:00.25;177268;0,18;99;0:00.25;177256;0,2;100;0:00.25;177472;0,2;100;0:00.25;177244;0,19;100;0:00.24;177188;0,2;99;0:00.25;177360;80;100;30;0,195384615;99,61538462;177381,5385;;;0,000110256;;
0,18;100;0:00.25;177476;0,19;99;0:00.25;177528;0,19;99;0:00.25;177604;0,21;100;0:00.24;177348;0,2;99;0:00.25;177184;0,2;100;0:00.25;177476;0,2;99;0:00.25;177392;0,2;100;0:00.24;177608;0,19;99;0:00.25;177368;0,19;100;0:00.25;177248;0,18;99;0:00.24;177732;0,19;99;0:00.25;177428;0,21;99;0:00.25;177504;80;105;30;0,194615385;99,38461538;177453,5385;;;9,35897E-05;;
0,2;99;0:00.25;177484;0,22;99;0:00.25;177604;0,2;100;0:00.24;177768;0,19;100;0:00.24;177460;0,2;100;0:00.24;177920;0,21;99;0:00.25;177460;0,2;99;0:00.25;177196;0,19;99;0:00.25;177748;0,19;99;0:00.25;177488;0,19;99;0:00.25;177428;0,2;100;0:00.24;177740;0,19;99;0:00.24;177472;0,19;100;0:00.25;177188;80;110;30;0,197692308;99,38461538;177535,0769;;;8,58974E-05;;
0,19;99;0:00.25;177476;0,19;100;0:00.24;177464;0,19;100;0:00.24;177432;0,19;100;0:00.24;177520;0,21;100;0:00.24;177516;0,2;99;0:00.25;177240;0,2;100;0:00.25;177436;0,18;99;0:00.25;177488;0,2;100;0:00.25;177436;0,21;99;0:00.25;177480;0,21;100;0:00.25;177460;0,19;100;0:00.24;177904;0,2;100;0:00.24;177244;80;115;30;0,196923077;99,69230769;177468,9231;;;8,97436E-05;;
0,2;100;0:00.25;177508;0,19;99;0:00.24;177908;0,2;99;0:00.25;177472;0,2;100;0:00.25;177476;0,18;100;0:00.24;177876;0,2;100;0:00.24;177240;0,19;100;0:00.24;177436;0,2;100;0:00.24;177512;0,19;100;0:00.24;177748;0,19;99;0:00.24;177468;0,19;100;0:00.24;177188;0,2;99;0:00.25;177480;0,2;99;0:00.25;177460;80;120;30;0,194615385;99,61538462;177520,9231;;;4,35897E-05;;
0,2;100;0:00.25;177836;0,19;100;0:00.25;177248;0,2;100;0:00.25;177736;0,2;99;0:00.25;177736;0,19;99;0:00.25;177920;0,2;99;0:00.25;177240;0,19;99;0:00.25;177912;0,18;100;0:00.24;177480;0,2;100;0:00.25;177468;0,2;99;0:00.25;177924;0,21;99;0:00.25;177764;0,21;100;0:00.25;177472;0,19;99;0:00.25;177728;80;125;30;0,196923077;99,46153846;177651,0769;;;7,30769E-05;;
0,19;99;0:00.25;177248;0,18;99;0:00.25;177736;0,2;100;0:00.24;177744;0,2;99;0:00.25;177240;0,2;100;0:00.24;177424;0,19;99;0:00.25;177740;0,2;100;0:00.25;177804;0,21;99;0:00.25;177256;0,2;100;0:00.24;177196;0,21;99;0:00.24;177904;0,19;100;0:00.25;177244;0,21;99;0:00.24;177904;0,2;100;0:00.25;177476;80;130;30;0,198461538;99,46153846;177532;;;8,07692E-05;;
0,19;99;0:00.25;177816;0,21;99;0:00.25;177192;0,2;100;0:00.25;177920;0,2;100;0:00.24;177836;0,18;100;0:00.24;177736;0,19;99;0:00.25;177624;0,2;99;0:00.25;177912;0,21;99;0:00.25;177836;0,2;100;0:00.25;177804;0,2;99;0:00.25;177824;0,19;99;0:00.25;177628;0,19;99;0:00.24;177764;0,2;100;0:00.25;177828;80;135;30;0,196923077;99,38461538;177747,6923;;;7,30769E-05;;
0,2;99;0:00.25;177740;0,18;99;0:00.24;177796;0,19;100;0:00.24;177856;0,21;99;0:00.25;177824;0,19;99;0:00.24;177804;0,2;99;0:00.25;177184;0,19;99;0:00.24;177816;0,2;100;0:00.24;177836;0,21;99;0:00.25;177748;0,18;100;0:00.25;177828;0,18;99;0:00.25;177748;0,19;100;0:00.25;177828;0,19;99;0:00.24;177732;80;140;30;0,193076923;99,30769231;177749,2308;;;0,00010641;;
0,21;99;0:00.25;177852;0,21;100;0:00.25;177812;0,21;100;0:00.25;177868;0,22;100;0:00.25;177792;0,19;100;0:00.24;177844;0,21;100;0:00.25;177728;0,19;99;0:00.25;177632;0,19;100;0:00.25;177800;0,19;100;0:00.25;177812;0,2;100;0:00.24;177904;0,2;99;0:00.25;177796;0,19;99;0:00.25;177860;0,18;100;0:00.24;177628;80;145;30;0,199230769;99,69230769;177794,4615;;;0,000141026;;
0,2;99;0:00.25;177864;0,19;100;0:00.24;177856;0,19;99;0:00.25;177928;0,2;99;0:00.25;177920;0,2;99;0:00.25;177728;0,19;100;0:00.24;177792;0,19;100;0:00.25;177868;0,19;99;0:00.24;177912;0,19;99;0:00.25;177848;0,19;99;0:00.24;177828;0,21;99;0:00.25;177628;0,2;99;0:00.24;177904;0,18;100;0:00.24;177628;80;150;30;0,193846154;99,30769231;177823,3846;;;5,89744E-05;;
0,22;99;0:00.25;177712;0,2;100;0:00.25;177800;0,18;99;0:00.24;177764;0,21;99;0:00.25;177804;0,19;99;0:00.25;177624;0,21;99;0:00.25;177732;0,21;99;0:00.25;177740;0,2;100;0:00.24;177800;0,19;100;0:00.25;177912;0,2;100;0:00.24;177648;0,21;100;0:00.24;177828;0,2;99;0:00.25;177736;0,2;99;0:00.25;177792;80;155;30;0,201538462;99,38461538;177760,9231;;;0,000114103;;
0,2;100;0:00.24;177796;0,2;100;0:00.25;177852;0,22;100;0:00.25;177848;0,2;99;0:00.25;177852;0,21;100;0:00.25;177624;0,2;100;0:00.24;177920;0,2;99;0:00.25;177772;0,2;99;0:00.24;177912;0,2;100;0:00.25;177776;0,2;100;0:00.25;177624;0,2;99;0:00.25;177924;0,2;100;0:00.25;177864;0,2;99;0:00.25;177796;80;160;30;0,202307692;99,61538462;177812,3077;;;3,58974E-05;;
0,2;100;0:00.25;177644;0,2;99;0:00.24;177744;0,21;100;0:00.25;177632;0,21;100;0:00.25;177804;0,2;99;0:00.24;177900;0,2;99;0:00.25;177620;0,19;100;0:00.24;177852;0,18;100;0:00.24;177860;0,19;99;0:00.25;177632;0,21;99;0:00.25;177764;0,18;100;0:00.24;177792;0,2;100;0:00.25;177848;0,19;99;0:00.25;177928;80;165;30;0,196923077;99,53846154;177770,7692;;;0,00010641;;
0,19;99;0:00.25;177800;0,19;99;0:00.24;177800;0,2;99;0:00.25;177632;0,21;99;0:00.25;177728;0,2;100;0:00.25;177624;0,19;99;0:00.24;177920;0,19;100;0:00.25;177804;0,2;100;0:00.25;177912;0,2;100;0:00.25;177740;0,19;100;0:00.25;177792;0,2;99;0:00.25;177904;0,18;100;0:00.25;177628;0,21;99;0:00.25;177848;80;170;30;0,196153846;99,46153846;177779,3846;;;7,5641E-05;;
0,19;99;0:00.24;177632;0,19;100;0:00.24;177844;0,21;99;0:00.25;177744;0,19;99;0:00.25;177804;0,21;99;0:00.25;177788;0,19;100;0:00.24;177920;0,19;99;0:00.25;177856;0,2;100;0:00.24;177868;0,18;99;0:00.25;177632;0,2;100;0:00.24;177740;0,2;100;0:00.25;177764;0,2;99;0:00.25;177628;0,19;100;0:00.24;177732;80;175;30;0,195384615;99,46153846;177765,5385;;;7,69231E-05;;
0,19;99;0:00.25;177928;0,19;99;0:00.25;177812;0,2;99;0:00.25;177852;0,19;99;0:00.24;177836;0,19;100;0:00.24;177804;0,21;100;0:00.25;177620;0,21;99;0:00.25;177816;0,18;99;0:00.24;177772;0,2;99;0:00.25;177856;0,2;99;0:00.25;177628;0,19;100;0:00.25;177860;0,2;100;0:00.25;177740;0,2;99;0:00.24;177624;80;180;30;0,196153846;99,30769231;177780,6154;;;7,5641E-05;;
0,2;99;0:00.25;177632;0,2;99;0:00.24;177928;0,21;100;0:00.25;177856;0,2;99;0:00.25;177624;0,2;99;0:00.25;177920;0,19;99;0:00.25;177920;0,21;99;0:00.25;177636;0,19;99;0:00.25;177924;0,21;99;0:00.25;177848;0,18;100;0:00.24;177740;0,2;99;0:00.25;177904;0,19;99;0:00.24;177764;0,18;99;0:00.24;177624;80;185;30;0,196923077;99,15384615;177793,8462;;;0,00010641;;
0,2;65;0:00.38;177908;0,2;65;0:00.38;177716;0,2;65;0:00.38;177908;0,2;65;0:00.38;177828;0,2;66;0:00.38;177920;0,18;65;0:00.37;177920;0,2;66;0:00.38;177852;0,17;65;0:00.37;177636;0,2;65;0:00.37;177816;0,2;65;0:00.38;177640;0,19;66;0:00.38;177924;0,19;64;0:00.38;177924;0,2;65;0:00.38;177840;80;190;30;0,194615385;65,15384615;177833,2308;;;9,35897E-05;;
0,19;66;0:00.38;177804;0,2;65;0:00.37;177632;0,2;65;0:00.38;177852;0,19;65;0:00.37;177792;0,19;66;0:00.37;177824;0,2;65;0:00.38;177736;0,19;65;0:00.38;177800;0,19;66;0:00.38;177748;0,19;66;0:00.38;177740;0,19;65;0:00.37;177848;0,21;66;0:00.38;177796;0,19;65;0:00.37;177828;0,19;65;0:00.37;177732;80;195;30;0,193846154;65,38461538;177779,3846;;;4,23077E-05;;
0,18;66;0:00.38;177628;0,2;65;0:00.37;177836;0,2;65;0:00.37;177812;0,21;65;0:00.38;177836;0,2;65;0:00.38;177624;0,19;65;0:00.37;177620;0,2;65;0:00.38;177640;0,19;65;0:00.37;177804;0,2;65;0:00.37;177748;0,21;65;0:00.38;177840;0,19;66;0:00.38;177848;0,19;65;0:00.38;177768;0,19;65;0:00.38;177812;80;200;30;0,196153846;65,15384615;177755,0769;;;7,5641E-05;;
