User time (seconds);Percent of CPU;Wall clock time (h:mm:ss or m:ss);Maximum resident set size (kbytes);User time (seconds);Percent of CPU;Wall clock time (h:mm:ss or m:ss);Maximum resident set size (kbytes);User time (seconds);Percent of CPU;Wall clock time (h:mm:ss or m:ss);Maximum resident set size (kbytes);User time (seconds);Percent of CPU;Wall clock time (h:mm:ss or m:ss);Maximum resident set size (kbytes);User time (seconds);Percent of CPU;Wall clock time (h:mm:ss or m:ss);Maximum resident set size (kbytes);User time (seconds);Percent of CPU;Wall clock time (h:mm:ss or m:ss);Maximum resident set size (kbytes);User time (seconds);Percent of CPU;Wall clock time (h:mm:ss or m:ss);Maximum resident set size (kbytes);User time (seconds);Percent of CPU;Wall clock time (h:mm:ss or m:ss);Maximum resident set size (kbytes);User time (seconds);Percent of CPU;Wall clock time (h:mm:ss or m:ss);Maximum resident set size (kbytes);User time (seconds);Percent of CPU;Wall clock time (h:mm:ss or m:ss);Maximum resident set size (kbytes);User time (seconds);Percent of CPU;Wall clock time (h:mm:ss or m:ss);Maximum resident set size (kbytes);User time (seconds);Percent of CPU;Wall clock time (h:mm:ss or m:ss);Maximum resident set size (kbytes);User time (seconds);Percent of CPU;Wall clock time (h:mm:ss or m:ss);Maximum resident set size (kbytes);n;t;k;AVG User time;AVG Percent of CPU;AVG Resident set;;;varianza user time;;
0,2;134;0:00.33;673004;0,26;138;0:00.32;673172;0,25;137;0:00.32;673020;0,2;134;0:00.32;672892;0,23;137;0:00.32;673052;0,23;135;0:00.33;673004;0,2;137;0:00.33;672928;0,18;133;0:00.32;673044;0,24;136;0:00.32;672912;0,21;133;0:00.33;672940;0,26;138;0:00.32;673016;0,22;136;0:00.33;672956;0,18;132;0:00.32;672992;80;200;25;0,22;135,3846154;672994,7692;;;0,000766667;;
0,24;134;0:00.32;672928;0,22;136;0:00.32;673048;0,22;135;0:00.32;672996;0,2;136;0:00.32;672984;0,22;136;0:00.32;672900;0,23;136;0:00.33;672996;0,22;137;0:00.32;673156;0,24;137;0:00.32;672956;0,22;136;0:00.33;672956;0,22;135;0:00.33;672944;0,23;134;0:00.32;673004;0,23;136;0:00.32;673008;0,23;135;0:00.33;673152;40;40;30;0,224615385;135,6153846;673002,1538;672952,9231;min;0,000110256;min;1,1E-04
0,25;137;0:00.33;672924;0,2;134;0:00.32;672928;0,21;137;0:00.31;672924;0,23;134;0:00.32;673028;0,23;138;0:00.32;673024;0,2;132;0:00.32;672908;0,21;134;0:00.33;673000;0,22;134;0:00.32;673004;0,23;135;0:00.33;673068;0,21;134;0:00.32;672932;0,23;135;0:00.33;672936;0,21;132;0:00.32;673060;0,23;134;0:00.33;672992;45;45;30;0,22;134,6153846;672979,0769;673036,9231;max;0,000216667;max;2,3E-03
0,22;137;0:00.32;673028;0,23;138;0:00.32;673168;0,23;136;0:00.33;673168;0,23;134;0:00.33;673148;0,22;136;0:00.32;672944;0,2;135;0:00.32;672920;0,19;133;0:00.32;672900;0,23;137;0:00.32;672992;0,23;136;0:00.32;673000;0,19;136;0:00.31;673032;0,24;135;0:00.33;673012;0,21;137;0:00.32;673172;0,22;132;0:00.32;672996;50;50;30;0,218461538;135,5384615;673036,9231;672995,7482;avg;0,000264103;avg;4,2E-04
0,22;133;0:00.33;672984;0,22;135;0:00.32;672944;0,23;136;0:00.32;672948;0,22;132;0:00.31;672932;0,23;136;0:00.32;672944;0,21;136;0:00.31;672988;0,2;134;0:00.33;672924;0,18;130;0:00.32;673176;0,24;135;0:00.32;672932;0,23;132;0:00.33;673052;0,23;134;0:00.32;673012;0,22;133;0:00.32;673168;0,22;137;0:00.32;673156;55;55;30;0,219230769;134,0769231;673012,3077;;;0,000241026;;
0,25;136;0:00.33;672920;0,21;135;0:00.33;673176;0,25;136;0:00.32;672956;0,2;133;0:00.32;672916;0,24;137;0:00.32;672932;0,25;134;0:00.33;672924;0,19;135;0:00.33;673004;0,23;135;0:00.32;672936;0,19;132;0:00.32;672924;0,23;133;0:00.33;672948;0,21;133;0:00.32;672952;0,26;136;0:00.32;672904;0,23;137;0:00.32;672896;60;60;30;0,226153846;134,7692308;672952,9231;;;0,000575641;;
0,22;136;0:00.33;672960;0,2;130;0:00.32;672936;0,19;133;0:00.32;672932;0,22;138;0:00.32;673152;0,22;136;0:00.32;672904;0,22;136;0:00.33;672920;0,22;136;0:00.33;673004;0,21;133;0:00.33;672936;0,2;135;0:00.32;672920;0,23;136;0:00.33;673076;0,25;136;0:00.32;673064;0,24;138;0:00.32;673036;0,2;132;0:00.32;672932;65;65;30;0,216923077;135;672982,4615;;;0,000289744;;
0,26;137;0:00.33;673032;0,2;132;0:00.32;673048;0,22;136;0:00.32;673012;0,25;135;0:00.33;672996;0,22;136;0:00.32;673016;0,21;135;0:00.32;673056;0,22;136;0:00.33;672916;0,2;133;0:00.31;673056;0,22;136;0:00.33;673008;0,23;136;0:00.33;673068;0,23;137;0:00.33;672936;0,21;134;0:00.33;673016;0,21;136;0:00.33;673056;70;70;30;0,221538462;135,3076923;673016,6154;;;0,000314103;;
0,22;135;0:00.33;673160;0,21;134;0:00.32;673060;0,25;136;0:00.32;673000;0,24;136;0:00.32;673032;0,21;135;0:00.31;672940;0,21;137;0:00.32;673068;0,21;137;0:00.33;672920;0,22;134;0:00.32;673080;0,22;136;0:00.32;673076;0,24;137;0:00.33;673000;0,22;137;0:00.32;672912;0,21;133;0:00.32;673072;0,24;134;0:00.32;672920;75;75;30;0,223076923;135,4615385;673018,4615;;;0,00020641;;
0,23;137;0:00.33;672912;0,22;136;0:00.32;673184;0,23;138;0:00.32;673180;0,22;135;0:00.32;672896;0,26;136;0:00.33;673168;0,2;136;0:00.33;672952;0,22;137;0:00.33;673008;0,23;137;0:00.33;672920;0,19;132;0:00.33;672972;0,18;135;0:00.32;672936;0,25;136;0:00.32;673180;0,19;129;0:00.32;673020;0,22;135;0:00.33;673004;80;80;30;0,218461538;135,3076923;673025,5385;;;0,000547436;;
0,24;134;0:00.33;673064;0,2;128;0:00.33;673024;0,2;132;0:00.31;673048;0,24;137;0:00.32;672928;0,23;137;0:00.32;672912;0,22;137;0:00.32;672948;0,21;133;0:00.33;672912;0,2;132;0:00.32;672920;0,22;135;0:00.32;673008;0,24;135;0:00.32;673180;0,2;136;0:00.32;673060;0,2;132;0:00.33;672964;0,2;136;0:00.33;673008;80;85;30;0,215384615;134,1538462;672998,1538;;;0,00029359;;
0,22;132;0:00.32;672932;0,23;137;0:00.32;672932;0,23;137;0:00.32;673076;0,2;132;0:00.33;673012;0,2;133;0:00.32;672992;0,25;137;0:00.33;673012;0,25;136;0:00.33;672944;0,2;136;0:00.33;672936;0,23;136;0:00.32;672944;0,22;137;0:00.33;673016;0,21;137;0:00.32;672940;0,24;137;0:00.32;672928;0,21;133;0:00.33;673028;80;90;30;0,222307692;135,3846154;672976,3077;;;0,000319231;;
0,21;135;0:00.33;673024;0,2;135;0:00.32;672952;0,21;133;0:00.32;673024;0,22;134;0:00.33;673048;0,22;137;0:00.32;672996;0,23;135;0:00.33;672916;0,23;135;0:00.33;672944;0,25;137;0:00.32;673044;0,24;133;0:00.32;672952;0,21;138;0:00.31;673012;0,21;135;0:00.31;673040;0,2;133;0:00.32;672912;0,25;137;0:00.33;673080;80;95;30;0,221538462;135,1538462;672995,6923;;;0,000297436;;
0,22;136;0:00.33;673028;0,21;137;0:00.32;672932;0,23;136;0:00.33;672944;0,21;136;0:00.32;673160;0,22;132;0:00.33;673180;0,2;130;0:00.32;673080;0,22;136;0:00.33;673016;0,2;135;0:00.32;673080;0,24;132;0:00.33;673028;0,23;133;0:00.32;672944;0,25;134;0:00.33;672936;0,2;133;0:00.32;673008;0,21;137;0:00.33;672984;80;100;30;0,218461538;134,3846154;673024,6154;;;0,000247436;;
0,24;136;0:00.33;672940;0,23;136;0:00.32;672964;0,23;136;0:00.33;673020;0,21;137;0:00.32;673008;0,06;46;0:00.59;673072;0,23;135;0:00.33;673016;0,23;134;0:00.33;672928;0,24;133;0:00.32;672940;0,21;136;0:00.33;672956;0,22;135;0:00.32;673076;0,25;137;0:00.33;672952;0,22;135;0:00.33;673100;0,22;135;0:00.32;672916;80;105;30;0,214615385;128,5384615;672991,3846;;;0,00229359;;
0,23;137;0:00.32;672952;0,22;139;0:00.31;673024;0,22;133;0:00.32;673196;0,24;137;0:00.33;673064;0,22;130;0:00.33;672936;0,23;137;0:00.32;673032;0,2;135;0:00.33;673052;0,23;136;0:00.33;672948;0,24;136;0:00.32;673072;0,24;136;0:00.33;673076;0,22;136;0:00.32;673020;0,27;136;0:00.33;672976;0,2;129;0:00.33;672960;80;110;30;0,227692308;135,1538462;673023,6923;;;0,000335897;;
0,24;133;0:00.33;673016;0,21;137;0:00.33;673040;0,21;137;0:00.32;672968;0,22;138;0:00.32;672920;0,22;136;0:00.33;672948;0,23;137;0:00.33;672948;0,23;136;0:00.33;673028;0,22;135;0:00.31;672984;0,23;137;0:00.32;673096;0,25;137;0:00.32;673052;0,22;134;0:00.32;672936;0,23;136;0:00.32;672956;0,21;136;0:00.33;672940;80;115;30;0,224615385;136,0769231;672987,0769;;;0,00014359;;
0,22;135;0:00.33;672928;0,22;137;0:00.33;672932;0,17;127;0:00.32;673080;0,26;136;0:00.33;673012;0,19;130;0:00.32;673056;0,22;132;0:00.32;673052;0,25;136;0:00.33;673096;0,21;135;0:00.32;672976;0,23;137;0:00.32;673068;0,24;135;0:00.33;673056;0,21;136;0:00.32;673076;0,23;136;0:00.33;673032;0,18;129;0:00.32;673084;80;120;30;0,217692308;133,9230769;673034,4615;;;0,000685897;;
0,21;135;0:00.32;673016;0,23;137;0:00.32;672964;0,23;136;0:00.33;673040;0,2;136;0:00.32;672988;0,23;137;0:00.32;672928;0,21;134;0:00.32;672924;0,21;134;0:00.33;672968;0,24;138;0:00.32;673208;0,21;137;0:00.33;672932;0,23;135;0:00.32;673088;0,24;136;0:00.32;672936;0,23;136;0:00.33;673032;0,22;137;0:00.33;672916;80;125;30;0,222307692;136;672995,3846;;;0,000169231;;
0,22;135;0:00.33;672944;0,27;137;0:00.33;673064;0,23;136;0:00.33;672936;0,23;133;0:00.32;672912;0,2;136;0:00.31;673056;0,25;137;0:00.32;672944;0,21;137;0:00.32;672920;0,24;135;0:00.32;672964;0,18;129;0:00.32;673016;0,23;137;0:00.33;673060;0,21;131;0:00.33;672916;0,2;131;0:00.32;672940;0,24;137;0:00.33;672960;80;130;30;0,223846154;134,6923077;672971,6923;;;0,000575641;;
0,22;134;0:00.32;673016;0,21;134;0:00.32;672924;0,24;137;0:00.32;672908;0,23;137;0:00.32;672984;0,22;136;0:00.33;672980;0,23;137;0:00.32;672916;0,23;135;0:00.33;673056;0,21;136;0:00.33;672956;0,21;137;0:00.33;672908;0,21;137;0:00.33;672924;0,22;135;0:00.33;672984;0,23;137;0:00.33;673028;0,21;136;0:00.33;672944;80;135;30;0,220769231;136;672963,6923;;;0,000107692;;
0,21;137;0:00.33;672896;0,19;133;0:00.31;673004;0,24;137;0:00.33;673008;0,21;134;0:00.32;672904;0,22;136;0:00.32;672920;0,22;137;0:00.32;672916;0,23;137;0:00.32;672920;0,23;136;0:00.33;672944;0,17;135;0:00.32;673008;0,21;134;0:00.32;672920;0,2;135;0:00.32;673024;0,25;136;0:00.33;673056;0,22;135;0:00.33;672968;80;140;30;0,215384615;135,5384615;672960,6154;;;0,00044359;;
0,2;128;0:00.32;673044;0,26;136;0:00.33;672924;0,23;136;0:00.32;672908;0,21;133;0:00.33;672880;0,19;134;0:00.32;673056;0,25;136;0:00.33;673060;0,21;134;0:00.33;672924;0,21;137;0:00.33;672912;0,23;136;0:00.32;673180;0,2;136;0:00.33;672984;0,21;138;0:00.32;673164;0,24;137;0:00.33;673028;0,2;137;0:00.33;672940;80;145;30;0,218461538;135,2307692;673000,3077;;;0,000464103;;
0,22;132;0:00.33;673048;0,22;134;0:00.32;672924;0,2;134;0:00.32;672988;0,24;137;0:00.32;672964;0,19;135;0:00.31;672904;0,22;136;0:00.32;673160;0,18;133;0:00.32;673024;0,22;126;0:00.32;673012;0,21;137;0:00.33;672920;0,2;134;0:00.32;673160;0,22;137;0:00.32;672984;0,25;138;0:00.32;672984;0,21;135;0:00.33;672992;80;150;30;0,213846154;134,4615385;673004,9231;;;0,000358974;;
0,21;137;0:00.32;673056;0,21;136;0:00.33;672920;0,21;129;0:00.33;672912;0,21;132;0:00.32;672980;0,23;135;0:00.33;673004;0,2;136;0:00.32;672932;0,22;136;0:00.33;673020;0,22;137;0:00.33;673036;0,22;137;0:00.32;673016;0,22;134;0:00.33;672900;0,21;134;0:00.32;673028;0,21;136;0:00.33;673180;0,17;130;0:00.33;672904;80;155;30;0,210769231;134,5384615;672991,3846;;;0,000207692;;
0,23;137;0:00.32;673056;0,23;135;0:00.33;673032;0,25;136;0:00.33;673052;0,18;134;0:00.31;673040;0,22;133;0:00.33;673052;0,22;138;0:00.32;672912;0,23;135;0:00.33;672928;0,24;137;0:00.33;673076;0,22;134;0:00.33;673080;0,23;135;0:00.33;672992;0,23;131;0:00.32;672952;0,22;136;0:00.32;672932;0,23;136;0:00.32;673004;80;160;30;0,225384615;135,1538462;673008,3077;;;0,000260256;;
0,23;135;0:00.32;673160;0,22;136;0:00.32;673004;0,23;137;0:00.32;672940;0,23;136;0:00.33;672988;0,22;135;0:00.33;672952;0,24;136;0:00.33;673000;0,24;136;0:00.33;673000;0,2;137;0:00.33;673068;0,24;135;0:00.32;673000;0,25;135;0:00.32;672948;0,23;135;0:00.33;673004;0,2;135;0:00.32;672916;0,22;134;0:00.32;672996;80;165;30;0,226923077;135,5384615;672998,1538;;;0,000223077;;
0,23;135;0:00.33;673004;0,22;134;0:00.33;673076;0,24;135;0:00.32;672944;0,26;135;0:00.33;673028;0,18;129;0:00.33;672904;0,22;135;0:00.32;673004;0,21;135;0:00.33;673180;0,25;138;0:00.32;672996;0,22;132;0:00.33;673012;0,24;137;0:00.33;673004;0,24;136;0:00.33;673032;0,2;132;0:00.33;673028;0,24;136;0:00.33;672904;80;170;30;0,226923077;134,5384615;673008,9231;;;0,000473077;;
0,25;136;0:00.33;672948;0,2;135;0:00.32;672944;0,2;127;0:00.33;672940;0,21;136;0:00.32;672992;0,23;137;0:00.32;673044;0,2;135;0:00.32;672928;0,25;137;0:00.33;672904;0,2;135;0:00.32;673060;0,25;135;0:00.33;672924;0,23;136;0:00.32;673032;0,21;131;0:00.33;673068;0,22;135;0:00.33;672956;0,25;134;0:00.34;672988;80;175;30;0,223076923;134,5384615;672979,0769;;;0,00045641;;
0,23;137;0:00.32;673008;0,2;128;0:00.31;672960;0,26;137;0:00.33;672920;0,22;137;0:00.32;673012;0,22;137;0:00.32;673000;0,2;135;0:00.32;673008;0,24;137;0:00.33;673004;0,23;138;0:00.32;672936;0,23;135;0:00.32;672960;0,24;137;0:00.32;673048;0,22;135;0:00.33;673000;0,24;137;0:00.33;672984;0,2;126;0:00.32;673000;80;180;30;0,225384615;135,0769231;672987,6923;;;0,000326923;;
0,21;137;0:00.33;673052;0,24;134;0:00.33;672932;0,22;136;0:00.33;672936;0,18;136;0:00.32;672972;0,2;130;0:00.32;672908;0,21;133;0:00.32;673024;0,21;137;0:00.33;672952;0,17;134;0:00.32;672932;0,22;136;0:00.33;672948;0,2;135;0:00.33;672948;0,19;134;0:00.32;672916;0,26;135;0:00.33;673000;0,13;119;0:00.32;672984;80;185;30;0,203076923;133,5384615;672961,8462;;;0,001039744;;
0,22;133;0:00.33;673004;0,23;134;0:00.33;672936;0,22;135;0:00.32;672940;0,2;134;0:00.32;672988;0,21;130;0:00.33;672944;0,22;133;0:00.32;672928;0,21;132;0:00.33;673000;0,21;136;0:00.33;672920;0,24;134;0:00.33;673008;0,19;136;0:00.32;672940;0,21;138;0:00.32;673172;0,25;138;0:00.32;672996;0,16;121;0:00.32;673060;80;190;30;0,213076923;133,3846154;672987,3846;;;0,00050641;;
0,2;130;0:00.33;673168;0,22;137;0:00.32;673040;0,22;136;0:00.32;673036;0,23;137;0:00.32;672992;0,22;136;0:00.33;673004;0,23;136;0:00.32;672936;0,21;133;0:00.33;672932;0,22;136;0:00.32;673020;0,17;131;0:00.33;673020;0,23;137;0:00.33;672996;0,19;132;0:00.32;673012;0,19;130;0:00.33;673068;0,24;137;0:00.32;672936;80;195;30;0,213076923;134,4615385;673012,3077;;;0,00040641;;
0,21;134;0:00.33;672904;0,21;135;0:00.33;672924;0,24;137;0:00.33;672888;0,24;136;0:00.32;672908;0,25;135;0:00.32;672904;0,22;136;0:00.32;673056;0,21;138;0:00.32;673064;0,24;133;0:00.33;673084;0,19;136;0:00.32;672960;0,21;135;0:00.33;672932;0,23;137;0:00.32;672920;0,21;135;0:00.32;673008;0,23;135;0:00.32;673060;80;200;30;0,222307692;135,5384615;672970,1538;;;0,000302564;;
