User time (seconds);Percent of CPU;Wall clock time (h:mm:ss or m:ss);Maximum resident set size (kbytes);User time (seconds);Percent of CPU;Wall clock time (h:mm:ss or m:ss);Maximum resident set size (kbytes);User time (seconds);Percent of CPU;Wall clock time (h:mm:ss or m:ss);Maximum resident set size (kbytes);User time (seconds);Percent of CPU;Wall clock time (h:mm:ss or m:ss);Maximum resident set size (kbytes);User time (seconds);Percent of CPU;Wall clock time (h:mm:ss or m:ss);Maximum resident set size (kbytes);User time (seconds);Percent of CPU;Wall clock time (h:mm:ss or m:ss);Maximum resident set size (kbytes);User time (seconds);Percent of CPU;Wall clock time (h:mm:ss or m:ss);Maximum resident set size (kbytes);User time (seconds);Percent of CPU;Wall clock time (h:mm:ss or m:ss);Maximum resident set size (kbytes);User time (seconds);Percent of CPU;Wall clock time (h:mm:ss or m:ss);Maximum resident set size (kbytes);User time (seconds);Percent of CPU;Wall clock time (h:mm:ss or m:ss);Maximum resident set size (kbytes);User time (seconds);Percent of CPU;Wall clock time (h:mm:ss or m:ss);Maximum resident set size (kbytes);User time (seconds);Percent of CPU;Wall clock time (h:mm:ss or m:ss);Maximum resident set size (kbytes);User time (seconds);Percent of CPU;Wall clock time (h:mm:ss or m:ss);Maximum resident set size (kbytes);n;t;k;AVG User time;AVG Percent of CPU;AVG Resident set;;;varianza user time;;
0,08;104;0:00.08;36496;0,09;102;0:00.08;36496;0,08;104;0:00.08;36500;0,07;103;0:00.08;36496;0,08;104;0:00.08;36504;0,09;104;0:00.09;36500;0,08;105;0:00.08;36496;0,08;104;0:00.08;36500;0,07;103;0:00.08;36500;0,08;103;0:00.08;36504;0,07;103;0:00.09;36504;0,08;104;0:00.08;36508;0,07;103;0:00.08;36500;80;160;10;0,078461538;103,5384615;36500,30769;;;4,74359E-05;;
0,08;104;0:00.08;36496;0,08;104;0:00.09;36500;0,07;103;0:00.08;36496;0,07;103;0:00.08;36496;0,08;103;0:00.09;36496;0,08;103;0:00.08;36500;0,08;103;0:00.08;36504;0,09;103;0:00.09;36500;0,06;104;0:00.08;36496;0,08;104;0:00.08;36500;0,07;103;0:00.08;36508;0,08;103;0:00.09;36504;0,08;103;0:00.08;36500;80;165;10;0,076923077;103,3076923;36499,69231;;;5,64103E-05;;
0,07;103;0:00.08;36496;0,08;104;0:00.08;36500;0,07;103;0:00.08;36500;0,08;103;0:00.09;36500;0,06;104;0:00.08;36500;0,07;104;0:00.08;36500;0,07;103;0:00.08;36500;0,08;103;0:00.09;36496;0,07;102;0:00.08;36496;0,08;104;0:00.08;36504;0,07;104;0:00.08;36512;0,08;103;0:00.08;36508;0,07;104;0:00.08;36496;80;170;10;0,073076923;103,3846154;36500,61538;;;3,97436E-05;;
0,08;103;0:00.08;36496;0,06;101;0:00.08;36496;0,06;104;0:00.08;36500;0,08;103;0:00.08;36500;0,08;103;0:00.08;36496;0,09;104;0:00.08;36496;0,08;104;0:00.08;36504;0,08;104;0:00.08;36500;0,07;103;0:00.08;36496;0,08;103;0:00.08;36500;0,08;103;0:00.08;36508;0,08;104;0:00.08;36508;0,08;104;0:00.08;36496;80;175;10;0,076923077;103,3076923;36499,69231;;;7,30769E-05;;
0,07;104;0:00.08;36496;0,07;103;0:00.08;36496;0,08;103;0:00.08;36496;0,08;104;0:00.08;36496;0,08;104;0:00.08;36500;0,06;104;0:00.08;36504;0,08;104;0:00.09;36504;0,08;104;0:00.08;36500;0,06;104;0:00.08;36504;0,07;103;0:00.08;36500;0,08;104;0:00.08;36508;0,08;102;0:00.08;36508;0,07;101;0:00.09;36500;80;180;10;0,073846154;103,3846154;36500,92308;;;5,89744E-05;;
0,08;104;0:00.08;36496;0,07;103;0:00.08;36500;0,08;103;0:00.08;36500;0,08;104;0:00.09;36496;0,07;102;0:00.08;36504;0,08;103;0:00.08;36496;0,06;104;0:00.08;36504;0,07;104;0:00.08;36496;0,08;103;0:00.09;36496;0,06;103;0:00.09;36500;0,07;104;0:00.09;36512;0,07;103;0:00.09;36504;0,07;104;0:00.08;36496;80;185;10;0,072307692;103,3846154;36500;;;5,25641E-05;;
0,07;103;0:00.08;36496;0,07;103;0:00.08;36496;0,08;104;0:00.09;36496;0,08;104;0:00.08;36500;0,09;104;0:00.08;36496;0,07;103;0:00.08;36500;0,08;103;0:00.09;36500;0,08;104;0:00.08;36496;0,08;104;0:00.08;36504;0,07;103;0:00.08;36496;0,07;103;0:00.08;36508;0,08;104;0:00.09;36504;0,08;104;0:00.08;36500;80;190;10;0,076923077;103,5384615;36499,38462;;;3,97436E-05;;
0,07;104;0:00.08;36496;0,06;104;0:00.08;36496;0,07;103;0:00.08;36496;0,09;103;0:00.08;36500;0,07;103;0:00.08;36500;0,07;103;0:00.08;36500;0,07;104;0:00.08;36496;0,08;104;0:00.08;36500;0,09;104;0:00.09;36504;0,08;103;0:00.08;36496;0,08;103;0:00.08;36504;0,08;104;0:00.08;36508;0,07;103;0:00.09;36496;80;195;10;0,075384615;103,4615385;36499,38462;;;7,69231E-05;;
0,07;105;0:00.08;36500;0,07;104;0:00.08;36500;0,07;103;0:00.08;36496;0,06;102;0:00.08;36500;0,08;104;0:00.08;36496;0,07;103;0:00.08;36500;0,07;103;0:00.08;36496;0,07;104;0:00.09;36500;0,08;103;0:00.08;36504;0,07;103;0:00.08;36500;0,06;103;0:00.08;36508;0,07;103;0:00.08;36504;0,08;104;0:00.08;36496;80;200;10;0,070769231;103,3846154;36500;;;4,10256E-05;;
0,32;85;0:00.42;37028;0,34;88;0:00.41;37040;0,35;91;0:00.40;37036;0,33;85;0:00.42;37028;0,33;89;0:00.41;37036;0,34;86;0:00.42;37040;0,33;81;0:00.43;37032;0,33;86;0:00.42;37032;0,33;88;0:00.40;37040;0,33;90;0:00.40;37040;0,34;83;0:00.42;37036;0,33;85;0:00.42;37044;0,35;85;0:00.42;37032;40;40;15;0,334615385;86,30769231;37035,69231;37035,69231;min;7,69231E-05;min;5,8E-05
0,34;86;0:00.42;37036;0,34;89;0:00.41;37032;0,33;89;0:00.40;37036;0,32;87;0:00.40;37036;0,33;86;0:00.41;37036;0,34;87;0:00.42;37036;0,34;89;0:00.41;37040;0,32;88;0:00.40;37036;0,32;88;0:00.42;37036;0,33;90;0:00.41;37036;0,33;89;0:00.41;37044;0,32;85;0:00.43;37052;0,33;82;0:00.44;37040;45;45;15;0,33;87,30769231;37038,15385;37076;max;6,66667E-05;max;2,2E-04
0,34;89;0:00.40;37036;0,33;85;0:00.41;37036;0,34;87;0:00.39;37036;0,33;87;0:00.42;37036;0,32;89;0:00.40;37036;0,32;86;0:00.42;37036;0,32;88;0:00.41;37040;0,35;88;0:00.42;37036;0,34;89;0:00.40;37032;0,34;88;0:00.40;37036;0,33;86;0:00.41;37048;0,33;89;0:00.40;37048;0,33;89;0:00.40;37036;50;50;15;0,332307692;87,69230769;37037,84615;37059,55245;avg;8,58974E-05;avg;1,2E-04
0,34;88;0:00.41;37036;0,32;87;0:00.41;37040;0,32;88;0:00.41;37040;0,35;87;0:00.43;37036;0,34;88;0:00.40;37036;0,33;90;0:00.40;37036;0,33;87;0:00.43;37032;0,33;87;0:00.41;37036;0,34;89;0:00.41;37036;0,33;89;0:00.39;37040;0,33;87;0:00.43;37048;0,34;89;0:00.41;37048;0,33;90;0:00.40;37032;55;55;15;0,333076923;88,15384615;37038,15385;;;7,30769E-05;;
0,34;85;0:00.42;37036;0,35;90;0:00.41;37036;0,32;88;0:00.41;37040;0,33;88;0:00.41;37032;0,36;87;0:00.42;37040;0,33;85;0:00.42;37036;0,34;88;0:00.40;37040;0,33;87;0:00.41;37036;0,31;86;0:00.41;37036;0,33;86;0:00.41;37040;0,33;85;0:00.43;37052;0,34;88;0:00.42;37048;0,33;89;0:00.40;37036;60;60;15;0,333846154;87,07692308;37039,07692;;;0,000158974;;
0,35;87;0:00.42;37052;0,33;87;0:00.41;37044;0,34;89;0:00.41;37048;0,33;89;0:00.40;37052;0,33;87;0:00.41;37048;0,31;88;0:00.39;37048;0,33;89;0:00.41;37044;0,34;85;0:00.43;37048;0,31;87;0:00.42;37048;0,32;86;0:00.40;37052;0,34;89;0:00.41;37060;0,33;89;0:00.38;37064;0,33;88;0:00.40;37048;65;65;15;0,33;87,69230769;37050,46154;;;0,000133333;;
0,33;89;0:00.41;37048;0,34;85;0:00.43;37048;0,35;88;0:00.41;37048;0,34;87;0:00.40;37048;0,31;90;0:00.40;37052;0,34;88;0:00.40;37044;0,32;88;0:00.41;37048;0,33;88;0:00.41;37048;0,34;89;0:00.40;37052;0,32;84;0:00.42;37044;0,32;89;0:00.41;37056;0,31;86;0:00.42;37060;0,33;88;0:00.40;37044;70;70;15;0,329230769;87,61538462;37049,23077;;;0,000157692;;
0,34;86;0:00.42;37052;0,34;90;0:00.40;37048;0,34;88;0:00.41;37052;0,33;87;0:00.41;37048;0,34;87;0:00.42;37052;0,33;86;0:00.41;37048;0,34;88;0:00.41;37048;0,32;85;0:00.41;37048;0,32;87;0:00.40;37048;0,32;85;0:00.41;37048;0,34;85;0:00.42;37056;0,32;87;0:00.41;37060;0,35;87;0:00.42;37048;75;75;15;0,333076923;86,76923077;37050,46154;;;0,00010641;;
0,33;88;0:00.42;37056;0,32;86;0:00.41;37052;0,36;89;0:00.42;37048;0,34;86;0:00.42;37048;0,33;87;0:00.41;37052;0,35;88;0:00.42;37048;0,33;83;0:00.44;37052;0,32;84;0:00.41;37048;0,32;85;0:00.42;37048;0,31;84;0:00.41;37052;0,32;88;0:00.40;37064;0,33;87;0:00.42;37060;0,33;85;0:00.42;37048;80;80;15;0,33;86,15384615;37052;;;0,000183333;;
0,34;89;0:00.41;37048;0,34;87;0:00.42;37048;0,33;87;0:00.40;37048;0,35;89;0:00.41;37052;0,36;89;0:00.42;37048;0,34;87;0:00.43;37052;0,34;88;0:00.41;37052;0,32;85;0:00.41;37056;0,34;86;0:00.42;37048;0,32;88;0:00.41;37048;0,32;87;0:00.42;37060;0,34;87;0:00.41;37064;0,32;86;0:00.41;37048;80;85;15;0,335384615;87,30769231;37051,69231;;;0,000160256;;
0,32;85;0:00.42;37052;0,33;89;0:00.40;37052;0,33;88;0:00.40;37048;0,34;85;0:00.42;37048;0,32;91;0:00.39;37044;0,35;90;0:00.41;37052;0,34;89;0:00.41;37052;0,33;89;0:00.40;37044;0,34;88;0:00.41;37048;0,33;86;0:00.43;37052;0,33;88;0:00.41;37056;0,32;90;0:00.40;37056;0,32;87;0:00.41;37048;80;90;15;0,330769231;88,07692308;37050,15385;;;9,10256E-05;;
0,34;90;0:00.41;37048;0,33;89;0:00.41;37048;0,33;85;0:00.41;37048;0,33;85;0:00.42;37048;0,32;86;0:00.41;37052;0,32;87;0:00.41;37048;0,33;87;0:00.40;37052;0,33;87;0:00.42;37048;0,34;86;0:00.42;37048;0,33;86;0:00.41;37052;0,35;86;0:00.43;37060;0,31;88;0:00.40;37056;0,33;85;0:00.41;37048;80;95;15;0,33;86,69230769;37050,46154;;;0,0001;;
0,33;87;0:00.40;37048;0,3;91;0:00.39;37048;0,33;89;0:00.40;37052;0,31;89;0:00.40;37048;0,33;89;0:00.40;37048;0,31;88;0:00.40;37048;0,33;85;0:00.42;37048;0,34;89;0:00.41;37044;0,35;89;0:00.42;37048;0,33;87;0:00.42;37048;0,34;85;0:00.43;37056;0,33;87;0:00.41;37064;0,34;90;0:00.40;37048;80;100;15;0,328461538;88,07692308;37049,84615;;;0,000197436;;
0,34;87;0:00.40;37060;0,31;86;0:00.41;37064;0,34;89;0:00.43;37060;0,32;86;0:00.40;37064;0,33;86;0:00.43;37056;0,34;88;0:00.40;37060;0,34;88;0:00.40;37060;0,35;90;0:00.41;37056;0,33;90;0:00.41;37060;0,33;88;0:00.40;37064;0,33;90;0:00.40;37072;0,33;88;0:00.40;37072;0,3;85;0:00.41;37060;80;105;15;0,33;87,76923077;37062,15385;;;0,000183333;;
0,33;86;0:00.41;37060;0,34;88;0:00.41;37060;0,34;85;0:00.43;37064;0,3;86;0:00.40;37060;0,33;87;0:00.40;37060;0,34;89;0:00.41;37060;0,34;89;0:00.42;37064;0,33;88;0:00.39;37060;0,33;86;0:00.41;37064;0,33;90;0:00.39;37056;0,34;89;0:00.39;37072;0,32;87;0:00.39;37072;0,3;90;0:00.39;37060;80;110;15;0,328461538;87,69230769;37062,46154;;;0,000197436;;
0,33;85;0:00.44;37060;0,32;90;0:00.39;37060;0,34;89;0:00.41;37064;0,31;87;0:00.40;37060;0,34;85;0:00.43;37064;0,33;90;0:00.40;37060;0,32;86;0:00.40;37056;0,33;86;0:00.40;37060;0,36;89;0:00.43;37060;0,33;88;0:00.40;37060;0,32;87;0:00.41;37076;0,32;87;0:00.40;37068;0,33;90;0:00.39;37060;80;115;15;0,329230769;87,61538462;37062,15385;;;0,000157692;;
0,32;87;0:00.41;37064;0,32;85;0:00.40;37060;0,31;89;0:00.39;37056;0,32;85;0:00.40;37060;0,33;89;0:00.39;37064;0,33;90;0:00.39;37060;0,32;81;0:00.44;37060;0,33;87;0:00.40;37056;0,33;88;0:00.41;37060;0,32;89;0:00.40;37056;0,31;87;0:00.40;37072;0,32;88;0:00.40;37076;0,31;87;0:00.40;37060;80;120;15;0,320769231;87,07692308;37061,84615;;;5,76923E-05;;
0,31;88;0:00.41;37060;0,34;85;0:00.42;37060;0,31;86;0:00.40;37060;0,33;85;0:00.40;37060;0,32;91;0:00.39;37064;0,32;86;0:00.41;37060;0,35;88;0:00.41;37056;0,31;88;0:00.40;37056;0,32;87;0:00.40;37060;0,33;88;0:00.41;37060;0,33;89;0:00.40;37072;0,31;88;0:00.40;37072;0,31;90;0:00.39;37060;80;125;15;0,322307692;87,61538462;37061,53846;;;0,000169231;;
0,32;89;0:00.41;37060;0,33;87;0:00.41;37068;0,32;85;0:00.40;37060;0,33;86;0:00.41;37060;0,35;85;0:00.43;37060;0,34;87;0:00.40;37064;0,33;88;0:00.41;37060;0,33;87;0:00.41;37060;0,34;87;0:00.40;37060;0,32;86;0:00.42;37064;0,34;86;0:00.42;37072;0,33;87;0:00.42;37076;0,32;90;0:00.40;37060;80;130;15;0,330769231;86,92307692;37063,38462;;;9,10256E-05;;
0,33;87;0:00.41;37064;0,33;87;0:00.40;37060;0,31;88;0:00.40;37056;0,31;88;0:00.40;37064;0,32;85;0:00.42;37060;0,32;86;0:00.43;37060;0,33;87;0:00.41;37060;0,33;86;0:00.42;37060;0,33;86;0:00.41;37064;0,31;90;0:00.38;37060;0,33;87;0:00.41;37072;0,33;89;0:00.40;37076;0,33;87;0:00.42;37064;80;135;15;0,323846154;87,15384615;37063,07692;;;7,5641E-05;;
0,33;88;0:00.40;37056;0,32;86;0:00.41;37064;0,34;85;0:00.41;37060;0,31;88;0:00.39;37060;0,32;88;0:00.40;37060;0,33;89;0:00.41;37056;0,31;89;0:00.41;37060;0,33;89;0:00.41;37060;0,32;87;0:00.42;37064;0,34;88;0:00.40;37060;0,32;86;0:00.42;37072;0,32;86;0:00.41;37072;0,31;89;0:00.39;37056;80;140;15;0,323076923;87,53846154;37061,53846;;;0,00010641;;
0,34;89;0:00.40;37060;0,33;88;0:00.40;37064;0,33;85;0:00.41;37060;0,33;87;0:00.41;37064;0,31;87;0:00.40;37064;0,34;85;0:00.42;37060;0,32;86;0:00.41;37060;0,32;84;0:00.41;37064;0,32;87;0:00.40;37064;0,33;88;0:00.41;37056;0,32;85;0:00.41;37072;0,34;87;0:00.41;37068;0,33;89;0:00.39;37060;80;145;15;0,327692308;86,69230769;37062,76923;;;8,58974E-05;;
0,33;87;0:00.43;37060;0,32;87;0:00.40;37056;0,32;85;0:00.42;37064;0,32;87;0:00.41;37060;0,34;86;0:00.41;37060;0,33;88;0:00.42;37060;0,34;85;0:00.43;37060;0,33;88;0:00.41;37060;0,32;86;0:00.41;37060;0,31;86;0:00.42;37056;0,33;87;0:00.42;37072;0,31;86;0:00.40;37072;0,34;90;0:00.39;37064;80;150;15;0,326153846;86,76923077;37061,84615;;;0,000108974;;
0,33;88;0:00.42;37072;0,31;84;0:00.42;37072;0,32;88;0:00.40;37072;0,32;88;0:00.39;37072;0,32;87;0:00.40;37072;0,33;86;0:00.42;37076;0,32;88;0:00.41;37068;0,34;88;0:00.42;37072;0,34;88;0:00.39;37072;0,32;88;0:00.40;37068;0,35;87;0:00.44;37088;0,34;88;0:00.40;37084;0,32;87;0:00.41;37072;80;155;15;0,327692308;87,30769231;37073,84615;;;0,000135897;;
0,33;85;0:00.42;37072;0,31;87;0:00.41;37076;0,33;85;0:00.40;37072;0,32;88;0:00.40;37076;0,34;89;0:00.40;37076;0,31;85;0:00.40;37072;0,34;88;0:00.41;37068;0,34;89;0:00.42;37076;0,33;85;0:00.42;37076;0,31;85;0:00.40;37072;0,34;84;0:00.41;37084;0,33;87;0:00.41;37084;0,31;89;0:00.39;37072;80;160;15;0,326153846;86,61538462;37075,07692;;;0,000158974;;
0,32;86;0:00.42;37080;0,33;86;0:00.40;37076;0,32;88;0:00.40;37072;0,32;88;0:00.40;37072;0,32;89;0:00.40;37076;0,33;87;0:00.41;37072;0,32;89;0:00.40;37072;0,33;88;0:00.41;37076;0,32;87;0:00.41;37072;0,31;86;0:00.41;37072;0,36;88;0:00.41;37084;0,33;86;0:00.41;37080;0,32;87;0:00.41;37076;80;165;15;0,325384615;87,30769231;37075,38462;;;0,00014359;;
0,34;88;0:00.42;37072;0,31;88;0:00.40;37072;0,32;87;0:00.40;37072;0,32;85;0:00.41;37072;0,34;91;0:00.40;37076;0,32;89;0:00.39;37072;0,33;85;0:00.42;37076;0,32;87;0:00.41;37072;0,32;87;0:00.39;37072;0,32;85;0:00.41;37076;0,32;87;0:00.40;37084;0,32;87;0:00.43;37084;0,32;89;0:00.38;37072;80;170;15;0,323076923;87,30769231;37074,76923;;;7,30769E-05;;
0,32;87;0:00.40;37072;0,32;88;0:00.40;37072;0,32;85;0:00.42;37072;0,33;89;0:00.39;37072;0,32;88;0:00.40;37072;0,33;86;0:00.42;37072;0,34;88;0:00.40;37072;0,33;86;0:00.41;37076;0,32;88;0:00.39;37068;0,32;84;0:00.41;37072;0,33;88;0:00.40;37084;0,35;87;0:00.43;37088;0,32;85;0:00.41;37068;80;175;15;0,326923077;86,84615385;37073,84615;;;8,97436E-05;;
0,34;86;0:00.41;37076;0,34;86;0:00.41;37072;0,32;85;0:00.40;37076;0,31;89;0:00.39;37076;0,32;86;0:00.41;37072;0,33;91;0:00.40;37072;0,34;91;0:00.40;37076;0,32;87;0:00.41;37072;0,33;87;0:00.40;37076;0,33;86;0:00.39;37072;0,33;87;0:00.41;37088;0,32;90;0:00.40;37088;0,37;84;0:00.45;37072;80;180;15;0,330769231;87,30769231;37076;;;0,000224359;;
0,32;87;0:00.41;37076;0,31;87;0:00.40;37076;0,32;84;0:00.42;37068;0,31;90;0:00.39;37072;0,33;55;0:00.62;37076;0,31;87;0:00.41;37076;0,32;86;0:00.42;37072;0,3;84;0:00.42;37072;0,33;87;0:00.40;37068;0,32;88;0:00.39;37072;0,32;90;0:00.39;37080;0,34;90;0:00.41;37084;0,31;87;0:00.39;37072;80;185;15;0,318461538;84,76923077;37074,15385;;;0,000114103;;
0,31;91;0:00.39;37072;0,33;86;0:00.41;37072;0,31;87;0:00.41;37072;0,32;90;0:00.39;37072;0,32;85;0:00.40;37076;0,32;86;0:00.41;37072;0,34;87;0:00.41;37076;0,32;88;0:00.40;37072;0,32;89;0:00.40;37076;0,32;87;0:00.40;37076;0,31;88;0:00.41;37088;0,32;87;0:00.40;37088;0,32;89;0:00.40;37072;80;190;15;0,32;87,69230769;37075,69231;;;6,66667E-05;;
0,32;85;0:00.41;37076;0,33;88;0:00.40;37076;0,32;86;0:00.41;37068;0,31;88;0:00.40;37076;0,31;89;0:00.39;37072;0,34;82;0:00.44;37072;0,33;89;0:00.41;37072;0,33;85;0:00.40;37072;0,32;89;0:00.40;37072;0,32;86;0:00.42;37068;0,32;87;0:00.41;37084;0,33;88;0:00.40;37088;0,33;86;0:00.41;37072;80;195;15;0,323846154;86,76923077;37074,46154;;;7,5641E-05;;
0,33;87;0:00.41;37076;0,33;87;0:00.40;37076;0,31;88;0:00.40;37072;0,33;86;0:00.41;37072;0,34;89;0:00.40;37076;0,34;88;0:00.42;37072;0,33;86;0:00.43;37072;0,32;87;0:00.42;37076;0,32;84;0:00.42;37076;0,33;86;0:00.41;37072;0,33;90;0:00.39;37088;0,35;86;0:00.42;37088;0,32;86;0:00.41;37072;80;200;15;0,329230769;86,92307692;37076;;;0,000107692;;
0,32;88;0:00.40;37040;0,35;89;0:00.42;37036;0,34;87;0:00.44;37032;0,33;88;0:00.41;37040;0,33;85;0:00.42;37032;0,31;86;0:00.42;37040;0,33;89;0:00.40;37036;0,35;88;0:00.42;37040;0,31;85;0:00.41;37036;0,32;89;0:00.40;37040;0,34;86;0:00.43;37044;0,33;86;0:00.42;37048;0,33;85;0:00.43;37040;40;40;20;0,33;87;37038,76923;37038,46154;min;0,000166667;min;6,0E-05
0,34;87;0:00.43;37036;0,33;87;0:00.42;37036;0,32;91;0:00.40;37036;0,32;86;0:00.42;37036;0,32;87;0:00.40;37036;0,32;87;0:00.41;37032;0,31;90;0:00.41;37036;0,34;86;0:00.42;37040;0,33;88;0:00.40;37040;0,35;89;0:00.42;37036;0,35;88;0:00.41;37052;0,34;87;0:00.41;37052;0,34;90;0:00.42;37032;45;45;20;0,331538462;87,92307692;37038,46154;37076;max;0,000164103;max;3,0E-04
0,34;90;0:00.40;37040;0,33;90;0:00.41;37036;0,32;87;0:00.41;37036;0,32;88;0:00.41;37036;0,34;87;0:00.43;37040;0,32;85;0:00.43;37036;0,32;87;0:00.41;37036;0,33;87;0:00.41;37036;0,32;89;0:00.39;37036;0,33;89;0:00.41;37036;0,33;90;0:00.41;37048;0,32;87;0:00.41;37048;0,34;87;0:00.42;37036;50;50;20;0,327692308;87,92307692;37038,46154;37059,65501;avg;6,92308E-05;avg;1,4E-04
0,31;82;0:00.43;37036;0,33;87;0:00.42;37036;0,33;89;0:00.41;37036;0,33;89;0:00.41;37040;0,33;87;0:00.41;37040;0,33;89;0:00.40;37040;0,32;89;0:00.40;37032;0,34;88;0:00.41;37036;0,34;87;0:00.41;37040;0,32;87;0:00.40;37040;0,33;87;0:00.41;37048;0,34;87;0:00.41;37044;0,33;86;0:00.42;37036;55;55;20;0,329230769;87,23076923;37038,76923;;;7,4359E-05;;
0,35;87;0:00.43;37040;0,33;89;0:00.40;37036;0,33;86;0:00.41;37036;0,33;90;0:00.40;37036;0,33;88;0:00.40;37040;0,32;87;0:00.41;37036;0,34;87;0:00.42;37036;0,31;88;0:00.41;37036;0,33;91;0:00.41;37040;0,34;88;0:00.42;37036;0,34;86;0:00.42;37048;0,33;88;0:00.41;37052;0,31;87;0:00.40;37032;60;60;20;0,33;87,84615385;37038,76923;;;0,000133333;;
0,36;88;0:00.43;37052;0,33;87;0:00.42;37052;0,32;89;0:00.40;37048;0,33;87;0:00.41;37048;0,32;86;0:00.42;37048;0,32;86;0:00.41;37048;0,33;85;0:00.41;37048;0,34;91;0:00.40;37048;0,34;89;0:00.41;37052;0,33;87;0:00.41;37048;0,33;85;0:00.41;37064;0,34;88;0:00.42;37064;0,34;90;0:00.40;37048;65;65;20;0,333076923;87,53846154;37051,38462;;;0,000123077;;
0,34;86;0:00.42;37048;0,33;88;0:00.41;37048;0,33;86;0:00.42;37048;0,33;86;0:00.40;37052;0,33;86;0:00.42;37048;0,34;89;0:00.40;37044;0,32;86;0:00.41;37048;0,34;88;0:00.41;37048;0,31;89;0:00.40;37048;0,33;89;0:00.41;37052;0,34;86;0:00.42;37060;0,34;86;0:00.42;37064;0,33;88;0:00.40;37048;70;70;20;0,331538462;87,15384615;37050,46154;;;8,07692E-05;;
0,32;85;0:00.42;37052;0,34;88;0:00.41;37048;0,33;88;0:00.40;37044;0,34;88;0:00.42;37048;0,34;91;0:00.40;37048;0,32;88;0:00.41;37052;0,33;87;0:00.40;37048;0,33;91;0:00.40;37056;0,32;86;0:00.41;37048;0,34;87;0:00.41;37052;0,33;87;0:00.42;37060;0,33;86;0:00.42;37064;0,35;88;0:00.40;37044;75;75;20;0,332307692;87,69230769;37051,07692;;;8,58974E-05;;
0,34;88;0:00.42;37048;0,34;90;0:00.41;37052;0,32;85;0:00.42;37048;0,33;87;0:00.41;37044;0,33;88;0:00.40;37048;0,32;89;0:00.41;37048;0,33;88;0:00.41;37048;0,31;88;0:00.39;37052;0,35;89;0:00.41;37048;0,31;87;0:00.40;37048;0,33;89;0:00.40;37060;0,34;87;0:00.41;37060;0,32;85;0:00.41;37044;80;80;20;0,328461538;87,69230769;37049,84615;;;0,000147436;;
0,33;85;0:00.43;37048;0,35;86;0:00.43;37048;0,32;90;0:00.41;37052;0,34;87;0:00.41;37052;0,31;87;0:00.42;37048;0,34;88;0:00.42;37052;0,33;88;0:00.41;37044;0,32;87;0:00.42;37048;0,32;87;0:00.40;37048;0,31;87;0:00.40;37052;0,33;86;0:00.43;37060;0,33;87;0:00.41;37060;0,3;90;0:00.40;37048;80;85;20;0,325384615;87,30769231;37050,76923;;;0,00019359;;
0,33;90;0:00.41;37048;0,33;89;0:00.41;37052;0,34;86;0:00.42;37048;0,35;90;0:00.42;37044;0,32;88;0:00.41;37048;0,35;87;0:00.42;37044;0,33;88;0:00.42;37052;0,34;85;0:00.44;37052;0,34;89;0:00.40;37048;0,34;87;0:00.43;37048;0,3;88;0:00.39;37056;0,34;87;0:00.42;37068;0,34;90;0:00.39;37044;80;90;20;0,334615385;88;37050,15385;;;0,000176923;;
0,34;88;0:00.40;37048;0,33;91;0:00.40;37044;0,34;89;0:00.40;37052;0,31;90;0:00.40;37052;0,33;88;0:00.41;37052;0,34;89;0:00.41;37052;0,35;87;0:00.42;37052;0,34;88;0:00.42;37048;0,33;88;0:00.41;37052;0,35;90;0:00.40;37052;0,34;88;0:00.42;37060;0,34;85;0:00.43;37060;0,34;90;0:00.40;37048;80;95;20;0,336923077;88,53846154;37051,69231;;;0,00010641;;
0,35;90;0:00.41;37044;0,34;88;0:00.40;37048;0,34;89;0:00.42;37048;0,33;84;0:00.42;37048;0,34;89;0:00.41;37044;0,34;86;0:00.41;37052;0,32;89;0:00.40;37052;0,33;83;0:00.43;37048;0,32;88;0:00.40;37048;0,33;86;0:00.42;37052;0,34;89;0:00.40;37060;0,33;88;0:00.40;37060;0,32;88;0:00.40;37048;80;100;20;0,333076923;87,46153846;37050,15385;;;8,97436E-05;;
0,32;89;0:00.41;37060;0,33;88;0:00.41;37060;0,33;88;0:00.40;37060;0,31;86;0:00.40;37060;0,33;87;0:00.41;37060;0,32;91;0:00.40;37064;0,33;89;0:00.40;37056;0,32;89;0:00.39;37060;0,34;87;0:00.42;37064;0,32;87;0:00.40;37064;0,33;88;0:00.40;37068;0,34;88;0:00.40;37068;0,34;87;0:00.43;37060;80;105;20;0,327692308;88;37061,84615;;;8,58974E-05;;
0,32;85;0:00.43;37064;0,32;88;0:00.41;37064;0,35;90;0:00.42;37060;0,34;88;0:00.43;37064;0,34;87;0:00.42;37064;0,33;85;0:00.42;37060;0,34;88;0:00.41;37064;0,33;88;0:00.39;37064;0,35;88;0:00.44;37060;0,32;85;0:00.42;37060;0,32;86;0:00.41;37068;0,33;86;0:00.42;37076;0,33;87;0:00.41;37060;80;110;20;0,332307692;87;37063,69231;;;0,000119231;;
